english	category	sub_category	source
Description: <colNum0>Kill Bryophyta without suffering any poison damage.</col>	interface	combAchvmt	
Description: <colNum0>Kill Bryophyta with either poison or venom being the final source of damage.</col>	interface	combAchvmt	
Description: <colNum0>Kill Bryophyta on a free to play world.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Deranged Archaeologist <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill a Fire Giant.</col>	interface	combAchvmt	
Description: <colNum0>Kill a Hill Giant, Moss Giant and Fire Giant in the Giant Cave within the Shayzien region.</col>	interface	combAchvmt	
Description: <colNum0>Kill a Greater Demon.</col>	interface	combAchvmt	
Description: <colNum0>Finish off a Greater Demon with a demonbane weapon.</col>	interface	combAchvmt	
Description: <colNum0>Kill a Hellhound.</col>	interface	combAchvmt	
Description: <colNum0>Kill Obor once.</col>	interface	combAchvmt	
Description: <colNum0>Kill Obor whilst he is immobilized.</col>	interface	combAchvmt	
Description: <colNum0>Kill Obor on a free to play world.</col>	interface	combAchvmt	
Description: <colNum0>Kill the King Black Dragon <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill a Lizardman Shaman.</col>	interface	combAchvmt	
Description: <colNum0>Kill a Lizardman Shaman in Molch which has not dealt damage to anyone (excluding its Spawns).</col>	interface	combAchvmt	
Description: <colNum0>Kill the Giant Mole <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill Sarachnis <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Subdue the Wintertodt <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Heal a pyromancer after they have fallen.</col>	interface	combAchvmt	
Description: <colNum0>Repair a brazier which has been destroyed by the Wintertodt.</col>	interface	combAchvmt	
Description: <colNum0>Subdue the Wintertodt with four pieces of warm equipment equipped.</col>	interface	combAchvmt	
Description: <colNum0>Kill a Wyrm.</col>	interface	combAchvmt	
Description: <colNum0>Subdue Tempoross <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Extinguish at least <Num0> fires during a single Tempoross fight.</col>	interface	combAchvmt	
Description: <colNum0>Repair either a mast or a totem pole.</col>	interface	combAchvmt	
Description: <colNum0>Attack Tempoross from both sides by loading both cannons on both ships.</col>	interface	combAchvmt	
Description: <colNum0>Kill Scurrius once.</col>	interface	combAchvmt	
Description: <colNum0>Finish off Scurrius with a ratbane weapon in a private instance.</col>	interface	combAchvmt	
Description: <colNum0>Kill one Titan at a time, without attacking the other.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Royal Titans without attacking any elementals.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Royal Titans while having them kill a total of <Num0> elementals.</col>	interface	combAchvmt	
Type: <colNum0>Mechanical</col> <colNum1>(+<Num0> points)</col>	interface	combAchvmt	
Description: <colNum0>Deal <Num0> damage to creatures using undead thralls.</col>	interface	combAchvmt	
Type: <colNum0>Kill Count</col> <colNum1>(+<Num0> points)</col>	interface	combAchvmt	
Description: <colNum0>Kill Dharok, Verac, Torag and Guthan without letting them attack you with melee.</col>	interface	combAchvmt	
Type: <colNum0>Perfection</col> <colNum1>(+<Num0> points)</col>	interface	combAchvmt	
Description: <colNum0>Kill all six Barrows Brothers and loot the Barrows chest without taking any damage from any of the brothers.</col>	interface	combAchvmt	
Description: <colNum0>Kill a Brutal Black Dragon.</col>	interface	combAchvmt	
Description: <colNum0>Kill Bryophyta <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill all <Num0> of Bryophyta's growthlings within <Num1> seconds of the first one dying.</col>	interface	combAchvmt	
Description: <colNum0>Kill Skotizo with no altars active.</col>	interface	combAchvmt	
Type: <colNum0>Restriction</col> <colNum1>(+<Num0> points)</col>	interface	combAchvmt	
Description: <colNum0>Kill Skotizo with a demonbane weapon equipped.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Chaos Fanatic <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Chaos Fanatic without anyone being hit by his explosion attack.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Crazy Archaeologist <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Crazy Archaeologist with only magical attacks.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Crazy Archaeologist without anyone being hit by his "Rain of Knowledge" attack.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Deranged Archaeologist with only magical attacks.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Deranged Archaeologist without anyone being hit by his "Learn to Read" attack.</col>	interface	combAchvmt	
Description: <colNum0>Kill a Gargoyle.</col>	interface	combAchvmt	
Description: <colNum0>Kill Obor <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill Obor without being pushed back more than one square by his knockback attack.</col>	interface	combAchvmt	
Description: <colNum0>Kill Obor without taking any damage off prayer.</col>	interface	combAchvmt	
Description: <colNum0>Kill the King Black Dragon with the Protect from Melee prayer activated.</col>	interface	combAchvmt	
Description: <colNum0>Kill the King Black Dragon with a stab weapon.</col>	interface	combAchvmt	
Description: <colNum0>Kill the King Black Dragon with an antifire potion active and an antidragon shield equipped.</col>	interface	combAchvmt	
Description: <colNum0>Kill a Kurask.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Giant mole <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Giant Mole without her damaging anyone.</col>	interface	combAchvmt	
Description: <colNum0>Kill Dagannoth Prime <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill Dagannoth Rex <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill Dagannoth Rex whilst he is immobilised.</col>	interface	combAchvmt	
Description: <colNum0>Kill Sarachnis with a crush weapon.</col>	interface	combAchvmt	
Description: <colNum0>Kill a Skeletal Wyvern</col>	interface	combAchvmt	
Description: <colNum0>Kill Dagannoth Supreme <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Subdue the Wintertodt without allowing all <Num0> braziers to be broken at the same time.</col>	interface	combAchvmt	
Description: <colNum0>Subdue the Wintertodt without any of the Pyromancers falling.</col>	interface	combAchvmt	
Description: <colNum0>Kill Skotizo once.</col>	interface	combAchvmt	
Description: <colNum0>Subdue Tempoross alone without getting hit by any fires, torrents or waves.</col>	interface	combAchvmt	
Description: <colNum0>Kill Scurrius <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill Scurrius in a private instance without taking damage from the following attacks: Tail Swipe and Falling Bricks. Pray correctly against the following attacks: Flying Fur and Bolts of Electricity.</col>	interface	combAchvmt	
Description: <colNum0>Kill <Num0> Giant Rats within Scurrius' lair in <Num1> seconds.</col>	interface	combAchvmt	
Description: <colNum0>Open the Reward Chest after defeating all three Moons.</col>	interface	combAchvmt	
Description: <colNum0>Open the Reward Chest <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Defeat all three Moons in one run by only attacking with a Dragon Scimitar.</col>	interface	combAchvmt	
Type: <colNum0>Speed</col> <colNum1>(+<Num0> points)</col>	interface	combAchvmt	
Description: <colNum0>Defeat all three Moons in one run in under <Num0> minutes.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Hueycoatl once.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Hueycoatl using only earth spells.</col>	interface	combAchvmt	
Description: <colNum0>Kill Amoxliatl once.</col>	interface	combAchvmt	
Description: <colNum0>Kill Amoxliatl using only glacial temotli as a weapon.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Royal Titans <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill both royal titans while they are charging up their area attack. Both titans must die during the same charging up phase.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Abyssal Sire <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Abyssal Sire without letting any Scion mature.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Abyssal Sire without being hit by any external tentacles.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Abyssal Sire without taking damage from any miasma pools.</col>	interface	combAchvmt	
Description: <colNum0>Kill Kree'arra <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Finish off Kree'arra whilst all of his bodyguards are dead.</col>	interface	combAchvmt	
Description: <colNum0>Kill General Graardor <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill General Graardor whilst he is immobilized.</col>	interface	combAchvmt	
Description: <colNum0>Finish off General Graardor whilst all of his bodyguards are dead.</col>	interface	combAchvmt	
Description: <colNum0>Kill Karil using only damage dealt by special attacks.</col>	interface	combAchvmt	
Description: <colNum0>Kill all six Barrows Brothers and loot the Barrows chest without ever having more than <Num0> prayer points.</col>	interface	combAchvmt	
Description: <colNum0>Kill Callisto <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill Skotizo <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Chaos Elemental <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Chaos Elemental without it unequipping any of your items.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Chaos Elemental without taking any damage from its attacks.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Chaos Fanatic <Num0> times without drinking any potion which restores prayer or leaving the Wilderness.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Grotesque Guardians <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Grotesque Guardians without taking damage from Dusk's blinding attack.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Grotesque Guardians without taking damage from Dusk's prison attack.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Grotesque Guardians without taking damage from Dawn's rockfall attack.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Grotesque Guardians without letting Dawn receive any healing from her orbs.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Grotesque Guardians without being hit by any lightning attacks.</col>	interface	combAchvmt	
Description: <colNum0>Kill Hespori <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Finish off Hespori with a special attack.</col>	interface	combAchvmt	
Description: <colNum0>Kill all of Hesporis flowers within <Num0> seconds.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Kalphite Queen <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Kalphite Queen while her defence was last lowered by you.</col>	interface	combAchvmt	
Type: <colNum0>Stamina</col> <colNum1>(+<Num0> points)</col>	interface	combAchvmt	
Description: <colNum0>Kill The King Black Dragon <Num0> times in a privately rented instance without leaving the instance.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Kraken <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Kraken after killing all four tentacles.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Kraken <Num0> times in a privately rented instance without leaving the room.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Giant Mole without her burrowing more than <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Giant Mole within <Num0> seconds of her resurfacing.</col>	interface	combAchvmt	
Description: <colNum0>Kill The Nightmare once.</col>	interface	combAchvmt	
Description: <colNum0>Kill Sarachnis without her using her range attack twice in a row.</col>	interface	combAchvmt	
Description: <colNum0>Kill Sarachnis without her dealing damage to anyone.</col>	interface	combAchvmt	
Description: <colNum0>Kill Commander Zilyana <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Finish off Commander Zilyana while all of her bodyguards are dead.</col>	interface	combAchvmt	
Description: <colNum0>Kill Scorpia <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill Scorpia without taking any damage from her.</col>	interface	combAchvmt	
Description: <colNum0>Kill Scorpia without killing her guardians.</col>	interface	combAchvmt	
Description: <colNum0>Kill Zulrah <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Theatre of Blood: Entry Mode <Num0> time.</col>	interface	combAchvmt	
Description: <colNum0>Kill Venenatis <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill Vet'ion <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Subdue the Wintertodt after earning <Num0> or more points.</col>	interface	combAchvmt	
Description: <colNum0>Kill K'ril Tsutsaroth <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Receive kill-credit for K'ril Tsutsaroth without him using his special attack.</col>	interface	combAchvmt	
Description: <colNum0>Finish off K'ril Tsutsaroth whilst all of his bodyguards are dead.</col>	interface	combAchvmt	
Description: <colNum0>Finish off K'ril Tsutsaroth with a demonbane weapon.</col>	interface	combAchvmt	
Description: <colNum0>Subdue Tempoross while wearing any variation of the angler outfit.</col>	interface	combAchvmt	
Description: <colNum0>Subdue Tempoross, getting rewarded with <Num0> reward permits from a single Tempoross fight.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Tombs of Amascut in Entry mode (or above) once.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Tombs of Amascut in Entry mode (or above) <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Complete a Tombs of Amascut raid at level <Num0> or above.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Phantom Muspah.</col>	interface	combAchvmt	
Description: <colNum0>Defeat all the Moons in one run while only taking damage from regular attacks.</col>	interface	combAchvmt	
Description: <colNum0>Defeat a Moon without consuming any supplies.</col>	interface	combAchvmt	
Description: <colNum0>Defeat a Moon using its associated weapon drop.</col>	interface	combAchvmt	
Description: <colNum0>Defeat <Num0> Moons of Peril bosses without leaving the dungeon.</col>	interface	combAchvmt	
Description: <colNum0>Defeat the Eclipse moon by only attacking its clones.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Hueycoatl <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Hueycoatl whilst it is vulnerable.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Hueycoatl whilst wearing two pieces of Hueycoatl armour.</col>	interface	combAchvmt	
Description: <colNum0>Kill Amoxliatl <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill Amoxliatl in less than <Num0> minute.</col>	interface	combAchvmt	
Description: <colNum0>Kill Amoxliatl without taking any damage.</col>	interface	combAchvmt	
Description: <colNum0>Kill Amoxliatl <Num0> times without leaving her chamber.</col>	interface	combAchvmt	
Description: <colNum0>Kill Amoxliatl without any of her unstable ice shattering.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Royal Titans without taking any avoidable damage. This includes damage from any melee attacks, explosions from the ice elemental or fire elemental, any icicle or fire spawn, any jump attacks or the ice or fire pulse attack.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Royal Titans in less than <Num0>:<Num1> minutes.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Royal Titans <Num0> times without leaving the area. If a player joins the fight, the current streak will be reset to <Num1>. If a player leaves the fight, the task will be failed and a new instance will need to be created.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Royal Titans while extinguishing all fires and melting all icicles before they dissipate naturally.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Abyssal Sire after only stunning him once.</col>	interface	combAchvmt	
Description: <colNum0>Use the Vengeance spell to reflect the damage from the Abyssal Sire's explosion back to him.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Abyssal Sire without taking damage from the external tentacles, miasma pools, explosion or damage from the Abyssal Sire without praying the appropriate protection prayer.</col>	interface	combAchvmt	
Description: <colNum0>Kill General Graardor without him attacking any players.</col>	interface	combAchvmt	
Description: <colNum0>Kill a Basilisk Knight.</col>	interface	combAchvmt	
Description: <colNum0>Kill Skotizo without taking any damage.</col>	interface	combAchvmt	
Description: <colNum0>Kill Skotizo without equipping a demonbane weapon.</col>	interface	combAchvmt	
Description: <colNum0>Kill Cerberus <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill Cerberus after successfully negating <Num0> or more attacks from Summoned Souls.</col>	interface	combAchvmt	
Description: <colNum0>Kill Cerberus without taking damage from any lava pools.</col>	interface	combAchvmt	
Description: <colNum0>Kill Cerberus without taking any melee damage.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Corporeal Beast <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Corporeal Beast without anyone killing the dark core or taking damage from the dark core.</col>	interface	combAchvmt	
Description: <colNum0>Finish off the Corporeal Beast with a Crystal Halberd special attack.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Corporeal Beast solo.</col>	interface	combAchvmt	
Description: <colNum0>Kill a Demonic Gorilla.</col>	interface	combAchvmt	
Description: <colNum0>Finish off a Demonic Gorilla with a demonbane weapon.</col>	interface	combAchvmt	
Description: <colNum0>Kill Galvek in less than <Num0> minutes.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Grotesque Guardians before Dusk uses his prison attack for a second time.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Grotesque Guardians whilst completing the "Don't look at the eclipse", "Prison Break", "Granite footwork", "Heal no more", "Static Awareness" and "Done before dusk" tasks.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Grotesque Guardians in less than <Num0> minutes.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Grotesque Guardians <Num0> times without leaving the instance.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Corrupted Gauntlet <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Corrupted Hunllef without taking damage off prayer.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Gauntlet <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Crystalline Hunllef without taking damage off prayer.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Crystalline Hunllef without making an egniol potion within the Gauntlet.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Crystalline Hunllef with a full set of perfected armour equipped.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Crystalline Hunllef without making more than one attuned weapon.</col>	interface	combAchvmt	
Description: <colNum0>Kill Glough in less than <Num0> minutes and <Num1> seconds.</col>	interface	combAchvmt	
Description: <colNum0>Kill Hespori without losing any prayer points.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Hespori in less than <Num0> seconds.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Alchemical Hydra <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Fight Caves once.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Fight Caves with only melee.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Kalphite Queen by using the Vengeance spell as the finishing blow.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Kalphite Queen using only the Verac's Flail as a weapon.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Mimic once.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Giant Mole with <Num0> or fewer instances of damage.</col>	interface	combAchvmt	
Description: <colNum0>Kill The Nightmare <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill two Husks at the same time.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Nightmare solo.</col>	interface	combAchvmt	
Description: <colNum0>Defeat the Nightmare (Solo) in less than <Num0> minutes.</col>	interface	combAchvmt	
Description: <colNum0>Defeat the Nightmare (<Num0>-scale) in less than <Num1> minutes.</col>	interface	combAchvmt	
Description: <colNum0>Kill Dagannoth Prime whilst under attack by Dagannoth Supreme and Dagannoth Rex.</col>	interface	combAchvmt	
Description: <colNum0>Kill Prime using a Rune Thrownaxe special attack, bounced off Dagannoth Rex.</col>	interface	combAchvmt	
Description: <colNum0>Kill Dagannoth Rex whilst under attack by Dagannoth Supreme and Dagannoth Prime.</col>	interface	combAchvmt	
Description: <colNum0>Kill Dagannoth Rex and one other Dagannoth king at the exact same time.</col>	interface	combAchvmt	
Description: <colNum0>Kill Commander Zilyana in a privately rented instance with melee only.</col>	interface	combAchvmt	
Description: <colNum0>Kill The Fragment of Seren in less than <Num0> minutes.</col>	interface	combAchvmt	
Description: <colNum0>Kill Zulrah by using the Vengeance spell as the finishing blow.</col>	interface	combAchvmt	
Description: <colNum0>Kill <Num0> Snakelings simultaneously.</col>	interface	combAchvmt	
Description: <colNum0>Kill Zulrah in less than <Num0> minute <Num1> seconds, without a slayer task.</col>	interface	combAchvmt	
Description: <colNum0>Kill Dagannoth Supreme whilst under attack by Dagannoth Prime and Dagannoth Rex.</col>	interface	combAchvmt	
Description: <colNum0>Kill all three Dagannoth Kings within <Num0> seconds of the first one.</col>	interface	combAchvmt	
Description: <colNum0>Defeat the Maiden of Sugadinti in the Theatre of Blood: Entry Mode without letting any bloodspawn live for longer than <Num0> seconds.</col>	interface	combAchvmt	
Description: <colNum0>Defeat the Pestilent Bloat in the Theatre of Blood: Entry Mode with everyone having a salve amulet equipped.</col>	interface	combAchvmt	
Description: <colNum0>In the Theatre of Blood: Entry Mode, enter the Pestilent Bloat room from the opposite side.</col>	interface	combAchvmt	
Description: <colNum0>Defeat the Pestilent Bloat in the Theatre of Blood: Entry Mode by using a crystal halberd special attack as your final attack.</col>	interface	combAchvmt	
Description: <colNum0>In the Theatre of Blood: Entry Mode, freeze any <Num0> Nylocas with a single Ice Barrage spell.</col>	interface	combAchvmt	
Description: <colNum0>Defeat Sotetseg in the Theatre of Blood: Entry Mode after having split the big ball with your entire team. This must be done with a group size of at least <Num0>.</col>	interface	combAchvmt	
Description: <colNum0>Kill Xarpus in the Theatre of Blood: Entry Mode without him reflecting any damage to anyone.</col>	interface	combAchvmt	
Description: <colNum0>Survive Verzik Vitur's pillar phase in the Theatre of Blood: Entry Mode without losing a single pillar.</col>	interface	combAchvmt	
Description: <colNum0>Survive Verzik Vitur's second phase in the Theatre of Blood: Entry Mode without anyone getting bounced by Verzik.</col>	interface	combAchvmt	
Description: <colNum0>In the Theatre of Blood: Entry Mode, successfully pass on the green ball to a team mate.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Theatre of Blood <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Thermonuclear Smoke Devil <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Thermonuclear Smoke Devil without it hitting anyone.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Thermonuclear Smoke Devil using only special attacks.</col>	interface	combAchvmt	
Description: <colNum0>Kill Vorkath <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill Vorkath using melee weapons only.</col>	interface	combAchvmt	
Description: <colNum0>Kill Vorkath's zombified spawn without using crumble undead.</col>	interface	combAchvmt	
Description: <colNum0>Complete a Chambers of Xeric Challenge mode raid in the target time.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Chambers of Xeric <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Vanguards without them resetting their health.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Vanguards within <Num0> seconds of the first one dying.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Abyssal Portal without forcing Vespula to land.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Muttadile without letting her or her baby recover hitpoints from the meat tree.</col>	interface	combAchvmt	
Description: <colNum0>Receive kill-credit for a Stone Guardian without taking damage from falling rocks.</col>	interface	combAchvmt	
Description: <colNum0>Complete a Chambers of Xeric raid without anyone dying.</col>	interface	combAchvmt	
Description: <colNum0>Receive kill-credit for a Lizardman Shaman without taking damage from any shamans in the room.</col>	interface	combAchvmt	
Description: <colNum0>Receive kill-credit for the Ice Demon without taking any damage.</col>	interface	combAchvmt	
Description: <colNum0>Receive kill-credit for the Ice Demon without activating the Protect from Range prayer.</col>	interface	combAchvmt	
Description: <colNum0>Finish off the Ice Demon with a fire spell.</col>	interface	combAchvmt	
Description: <colNum0>Kill Zalcano <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill Zalcano <Num0> times in a row without leaving or getting hit by the following: Falling rocks, rock explosions, Zalcano powering up, or standing in a red symbol.</col>	interface	combAchvmt	
Description: <colNum0>Receive imbued tephra from a golem.</col>	interface	combAchvmt	
Description: <colNum0>Kill Zalcano as the player who has dealt the most damage to her.</col>	interface	combAchvmt	
Description: <colNum0>Kill K'ril Tsutsaroth in a privately rented instance without taking any of his melee hits.</col>	interface	combAchvmt	
Description: <colNum0>Defeat K'ril Tsutsaroth in a privately rented instance using only demonbane spells.</col>	interface	combAchvmt	
Description: <colNum0>Kill a Jal-Zek within the Inferno.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Fight Caves after surviving a hit from TzTok-Jad without praying.</col>	interface	combAchvmt	
Description: <colNum0>Complete TzHaar-Ket-Rak's second challenge.</col>	interface	combAchvmt	
Description: <colNum0>Complete TzHaar-Ket-Rak's first challenge in less than <Num0> seconds.</col>	interface	combAchvmt	
Description: <colNum0>Complete TzHaar-Ket-Rak's second challenge with only melee.</col>	interface	combAchvmt	
Description: <colNum0>Kill Phosani's Nightmare once.</col>	interface	combAchvmt	
Description: <colNum0>Kill Nex once.</col>	interface	combAchvmt	
Description: <colNum0>Kill Nex without anyone dying.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Tombs of Amascut once.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Tombs of Amascut (Expert mode) once.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Tombs of Amascut in a group of two or more without anyone dying.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Tombs of Amascut solo without dying.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Tombs of Amascut without using any supplies from the Helpful Spirit and without anyone dying. Honey locusts are included in this restriction.</col>	interface	combAchvmt	
Description: <colNum0>Defeat Akkha without dropping any materialising orbs and without dying yourself.</col>	interface	combAchvmt	
Description: <colNum0>Defeat Ba-Ba after only attacking the non-weakened boulders in the rolling boulder phase, without dying yourself. The Boulderdash invocation must be activated.</col>	interface	combAchvmt	
Description: <colNum0>Defeat the Wardens after staggering the boss a maximum of twice during phase two, without dying yourself.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Het room without taking any hits from the light beam or orbs. You must destroy the core after one exposure.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Apmeken room in a group of two or more, without anyone allowing any dangers to trigger, standing in venom or being hit by a volatile baboon. You must complete this room in less than three minutes.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Crondis room without letting a crocodile get to the tree, without anyone losing water from their container and in under one minute.</col>	interface	combAchvmt	
Description: <colNum0>Defeat Ba-Ba after destroying four or fewer rolling boulders in total without dying yourself.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Phantom Muspah in less than <Num0> minutes without a slayer task.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Phantom Muspah <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Phantom Muspah without running.</col>	interface	combAchvmt	
Description: <colNum0>Drain the Phantom Muspah's Prayer with three different sources in one kill.</col>	interface	combAchvmt	
Description: <colNum0>Kill Duke Sucellus once.</col>	interface	combAchvmt	
Description: <colNum0>Kill Vardorvis once.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Whisperer once.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Leviathan once.</col>	interface	combAchvmt	
Description: <colNum0>Kill Duke Sucellus in less than <Num0>:<Num1> minutes without a slayer task.</col>	interface	combAchvmt	
Description: <colNum0>Kill Vardorvis in less than <Num0>:<Num1> minutes without a slayer task.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Whisperer in less than <Num0>:<Num1> without a slayer task.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Leviathan in less than <Num0>:<Num1> without a slayer task.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Whisperer whilst only being on the Arceuus spellbook.</col>	interface	combAchvmt	
Description: <colNum0>Defeat a Moon before they start their second special attack.</col>	interface	combAchvmt	
Description: <colNum0>Complete Wave <Num0> without taking avoidable damage from a Manticore.</col>	interface	combAchvmt	
Description: <colNum0>Complete Wave <Num0> without the Minotaur ever healing other enemies.</col>	interface	combAchvmt	
Description: <colNum0>Kill a Jaguar Warrior using a Claw-type weapon special attack.</col>	interface	combAchvmt	
Description: <colNum0>Kill a Tormented Demon.</col>	interface	combAchvmt	
