english	category	sub_category	source
Smash: Deal an attack that inflicts <Num0>% more damage and lowers your target's Defence level by <Num1>%. (<Num2>%)	interface	mainTabs	combatOptionsTab
Slice and Dice: Hit <Num0> times in quick succession, with great accuracy. (<Num1>%)	interface	mainTabs	combatOptionsTab
Concentrated Shot: Deal an attack with <Num0>% increased accuracy and damage, but takes an additional <Num1> seconds to fire. (<Num2>%)	interface	mainTabs	combatOptionsTab
Wild Stab: Deal an attack which hits through Protect from Melee with <Num0>% increased accuracy and damage. (<Num1>%)	interface	mainTabs	combatOptionsTab
Momentum Throw: Deal a fast attack with <Num0>% improved accuracy. (<Num1>%)	interface	mainTabs	combatOptionsTab
Fishstabber: Increase your Fishing level by <Num0>. (<Num1>%)	interface	mainTabs	combatOptionsTab
Shield Bash: Hit surrounding targets within a <Num0>x<Num1> area with <Num2>% increased accuracy. (<Num3>%)	interface	mainTabs	combatOptionsTab
Hammer Blow: Deal an attack with <Num0>% more accuracy and a guaranteed +<Num1> damage. (<Num2>%)	interface	mainTabs	combatOptionsTab
Annihilate: Hit your target with <Num0>% extra damage and in multicombat zones, hit all adjacent targets by <Num1>% less damage. (<Num2>%)	interface	mainTabs	combatOptionsTab
Pulsate: Fire an incredibly powerful burst of energy. (<Num0>%)	interface	mainTabs	combatOptionsTab
Hamstring: Deal a minimum of <Num0>% extra damage and hamstring player targets, causing them to lose run energy <Num1>x faster for <Num2> minute. (<Num3>%)	interface	mainTabs	combatOptionsTab
Phantom Strike: This does nothing vs non-player targets. As well as dealing a regular attack, your target will suffer that damage again over time. (<Num0>%)	interface	mainTabs	combatOptionsTab
Smash: Deal an attack which deals a minimum of <Num0>% extra damage and lowers your target's Defence level by <Num1>%. (<Num2>%)	interface	mainTabs	combatOptionsTab
Feint: Deal an attack which treats your target's defence as if it was reduced by <Num0>%. It will deal a minimum of <Num1>% extra damage. (<Num2>%)	interface	mainTabs	combatOptionsTab
Spear Wall: All damage dealt by this attack is reduced by <Num0>%, but will damage up to sixteen targets surrounding you. After using this attack, you will be immune from melee attacks for <Num1> seconds. (<Num2>%)	interface	mainTabs	combatOptionsTab
Spear Wall: Will hit twice with second hit deals a damage between <Num0>% - <Num1>% of the first hit damage. After using this attack, you will be immune from melee attacks for <Num2> seconds. (<Num3>%)	interface	mainTabs	combatOptionsTab
Duality: Throws two knives at your opponent. (<Num0>%)	interface	mainTabs	combatOptionsTab
Unleash: Deal an attack which has <Num0>% increased accuracy and <Num1>% increased strength per <Num2>% of the special attack bar used. (<Num3>%)	interface	mainTabs	combatOptionsTab
Immolate: Fire a powerful spell with <Num0>% improved accuracy. Damage scales based upon magic level and can be increased with magic damage boosting equipment. Costs no runes to use. (<Num1>%)	interface	mainTabs	combatOptionsTab
Invocate: Fire a powerful spell that restores your prayer points by <Num0>% of the damage dealt. Damage scales based upon magic level and can be increased with magic damage boosting equipment. Your prayer points can go above your level, to a maximum of <Num1>. Costs no runes to use. (<Num2>%)	interface	mainTabs	combatOptionsTab
Eviscerate: Perform an attack with your true maximum hit and a <Num0>% accuracy bonus. (<Num1>%)	interface	mainTabs	combatOptionsTab
Evoke: Perform an attack with double accuracy, with a guaranteed enchanted bolt activation rate on successful hit. (<Num0>%)	interface	mainTabs	combatOptionsTab
Wrath of Amascut: Perform an attack with <Num0>% increased accuracy and <Num1>% increased damage, but with halved attack speed. If hit, the opponent will take <Num2>% increased damage for the next <Num3> seconds. This special attack can only be used within the Tombs of Amascut. (<Num4>%)	interface	mainTabs	combatOptionsTab
Tumeken's Light: Sacrifice <Num0> prayer points to restore your hitpoints to <Num1>% above their maximum, cure all poison, restore all drained stats (except prayer) and fully restore your run energy. This special attack can only be used within the Tombs of Amascut. (<Num2>%)	interface	mainTabs	combatOptionsTab
Swarm: Fire <Num0> times in quick succession, dealing reduced damage and inflicting poison. (<Num1>%)	interface	mainTabs	combatOptionsTab
Bear Down: Perform an attack with double accuracy, dealing additional damage over time, draining your target's agility level and preventing them from running. (<Num0>%)	interface	mainTabs	combatOptionsTab
Condemn: Fire a powerful spell with increased accuracy and damage, lowering your target's magic and defence levels by up to <Num0>%. (<Num1>%)	interface	mainTabs	combatOptionsTab
Disrupt: Summon a powerful bolt of lightning that deals guaranteed magic damage based on your max hit. (<Num0>%)	interface	mainTabs	combatOptionsTab
Celebrate: Perform an attack to leave the area feeling more festive. (<Num0>%)	interface	mainTabs	combatOptionsTab
Behead: Consume all Soul Stacks, attacking with increased damage and accuracy per stack, and healing for <Num0> health per stack. (<Num1>%)	interface	mainTabs	combatOptionsTab
Pulverize: A crushing blow with <Num0>% bonus accuracy that will reduce your target's defence by <Num1>%. (<Num2>%)	interface	mainTabs	combatOptionsTab
Burning barrage: Attacks <Num0> times in quick succession, with a chance to burn the enemy on each hit. (<Num1>%)	interface	mainTabs	combatOptionsTab
Scorching shackles: A scorching shot with <Num0>% bonus accuracy that will bind and burn enemy demons for <Num1> seconds.) (<Num2>%)	interface	mainTabs	combatOptionsTab
Scatter ashes: Casts the highest available demonbane spell. If it kills a demon, it refunds its special attack energy cost, and reduces the next attack delay. (<Num0>%)	interface	mainTabs	combatOptionsTab
Weaken: Temporarily drain your target's Attack, Strength and Defence by <Num0>%. Is three times as effective against demons. (<Num1>%)	interface	mainTabs	combatOptionsTab
Division: Fire a powerful piercing blade that reduces the targets Defence by <Num0>% of their Magic Level. (<Num1>%)	interface	mainTabs	combatOptionsTab
Break Shackles: Attack with increased accuracy and damage based on the duration of any binding spells affecting them and ending said effect. This special attack requires the full Frostmoon set to be worn. (<Num0>%)	interface	mainTabs	combatOptionsTab
Blood infusion: Sacrifice <Num0>% of your current hp to deal an attack with <Num1>% increased accuracy and damage, with a guaranteed set effect activation on hit. This special attack requires the full Bloodrager set to be worn. (<Num2>%)	interface	mainTabs	combatOptionsTab
Eclipse: Attack with <Num0>% increased accuracy, consuming all remaining burn damage affecting the target and raising the max hit by that amount. This special attack requires the full Eclipse set to be worn. (<Num1>%)	interface	mainTabs	combatOptionsTab
Virulence: Instantly metabolize any poison you are suffering from to buff your next attack by that amount of damage. (<Num0>%)	interface	mainTabs	combatOptionsTab
